run_id,turn,round,stage,context,observed_speaker,agent,top_suspect,top_suspect_score,top_gap,uncertainty,top_1,top_2,top_3,ranking_json,suspicion_scores_json,top_reasons_json
business-of-murder-gpt4.1-nano-pilot-20260520T181614Z-r004,0,1,introduction,post_utterance,Harold Chun,Harold Chun,Bobby Herrerra,0,0,100,Bobby Herrerra,Fiona McAllister,Louis Cagliostro,"[{""name"": ""Bobby Herrerra"", ""rank"": 1, ""reasons"": [], ""score"": 0}, {""name"": ""Fiona McAllister"", ""rank"": 2, ""reasons"": [], ""score"": 0}, {""name"": ""Louis Cagliostro"", ""rank"": 3, ""reasons"": [], ""score"": 0}, {""name"": ""Margaret Chun"", ""rank"": 4, ""reasons"": [], ""score"": 0}, {""name"": ""Pauline Thompson"", ""rank"": 5, ""reasons"": [], ""score"": 0}]","{""Bobby Herrerra"": 0, ""Fiona McAllister"": 0, ""Louis Cagliostro"": 0, ""Margaret Chun"": 0, ""Pauline Thompson"": 0, ""Tim Kane"": 0}",{}
business-of-murder-gpt4.1-nano-pilot-20260520T181614Z-r004,0,1,introduction,post_utterance,Harold Chun,Bobby Herrerra,Fiona McAllister,0,0,100,Fiona McAllister,Harold Chun,Louis Cagliostro,"[{""name"": ""Fiona McAllister"", ""rank"": 1, ""reasons"": [], ""score"": 0}, {""name"": ""Harold Chun"", ""rank"": 2, ""reasons"": [], ""score"": 0}, {""name"": ""Louis Cagliostro"", ""rank"": 3, ""reasons"": [], ""score"": 0}, {""name"": ""Margaret Chun"", ""rank"": 4, ""reasons"": [], ""score"": 0}, {""name"": ""Pauline Thompson"", ""rank"": 5, ""reasons"": [], ""score"": 0}]","{""Fiona McAllister"": 0, ""Harold Chun"": 0, ""Louis Cagliostro"": 0, ""Margaret Chun"": 0, ""Pauline Thompson"": 0, ""Tim Kane"": 0}",{}
business-of-murder-gpt4.1-nano-pilot-20260520T181614Z-r004,0,1,introduction,post_utterance,Harold Chun,Pauline Thompson,Bobby Herrerra,0,0,100,Bobby Herrerra,Fiona McAllister,Harold Chun,"[{""name"": ""Bobby Herrerra"", ""rank"": 1, ""reasons"": [], ""score"": 0}, {""name"": ""Fiona McAllister"", ""rank"": 2, ""reasons"": [], ""score"": 0}, {""name"": ""Harold Chun"", ""rank"": 3, ""reasons"": [], ""score"": 0}, {""name"": ""Louis Cagliostro"", ""rank"": 4, ""reasons"": [], ""score"": 0}, {""name"": ""Margaret Chun"", ""rank"": 5, ""reasons"": [], ""score"": 0}]","{""Bobby Herrerra"": 0, ""Fiona McAllister"": 0, ""Harold Chun"": 0, ""Louis Cagliostro"": 0, ""Margaret Chun"": 0, ""Tim Kane"": 0}",{}
business-of-murder-gpt4.1-nano-pilot-20260520T181614Z-r004,0,1,introduction,post_utterance,Harold Chun,Louis Cagliostro,Bobby Herrerra,0,0,100,Bobby Herrerra,Fiona McAllister,Harold Chun,"[{""name"": ""Bobby Herrerra"", ""rank"": 1, ""reasons"": [], ""score"": 0}, {""name"": ""Fiona McAllister"", ""rank"": 2, ""reasons"": [], ""score"": 0}, {""name"": ""Harold Chun"", ""rank"": 3, ""reasons"": [], ""score"": 0}, {""name"": ""Margaret Chun"", ""rank"": 4, ""reasons"": [], ""score"": 0}, {""name"": ""Pauline Thompson"", ""rank"": 5, ""reasons"": [], ""score"": 0}]","{""Bobby Herrerra"": 0, ""Fiona McAllister"": 0, ""Harold Chun"": 0, ""Margaret Chun"": 0, ""Pauline Thompson"": 0, ""Tim Kane"": 0}",{}
business-of-murder-gpt4.1-nano-pilot-20260520T181614Z-r004,0,1,introduction,post_utterance,Harold Chun,Tim Kane,Bobby Herrerra,0,0,100,Bobby Herrerra,Fiona McAllister,Harold Chun,"[{""name"": ""Bobby Herrerra"", ""rank"": 1, ""reasons"": [], ""score"": 0}, {""name"": ""Fiona McAllister"", ""rank"": 2, ""reasons"": [], ""score"": 0}, {""name"": ""Harold Chun"", ""rank"": 3, ""reasons"": [], ""score"": 0}, {""name"": ""Louis Cagliostro"", ""rank"": 4, ""reasons"": [], ""score"": 0}, {""name"": ""Margaret Chun"", ""rank"": 5, ""reasons"": [], ""score"": 0}]","{""Bobby Herrerra"": 0, ""Fiona McAllister"": 0, ""Harold Chun"": 0, ""Louis Cagliostro"": 0, ""Margaret Chun"": 0, ""Pauline Thompson"": 0}",{}
business-of-murder-gpt4.1-nano-pilot-20260520T181614Z-r004,0,1,introduction,post_utterance,Harold Chun,Margaret Chun,Bobby Herrerra,0,0,100,Bobby Herrerra,Fiona McAllister,Harold Chun,"[{""name"": ""Bobby Herrerra"", ""rank"": 1, ""reasons"": [], ""score"": 0}, {""name"": ""Fiona McAllister"", ""rank"": 2, ""reasons"": [], ""score"": 0}, {""name"": ""Harold Chun"", ""rank"": 3, ""reasons"": [], ""score"": 0}, {""name"": ""Louis Cagliostro"", ""rank"": 4, ""reasons"": [], ""score"": 0}, {""name"": ""Pauline Thompson"", ""rank"": 5, ""reasons"": [], ""score"": 0}]","{""Bobby Herrerra"": 0, ""Fiona McAllister"": 0, ""Harold Chun"": 0, ""Louis Cagliostro"": 0, ""Pauline Thompson"": 0, ""Tim Kane"": 0}",{}
business-of-murder-gpt4.1-nano-pilot-20260520T181614Z-r004,0,1,introduction,post_utterance,Harold Chun,Fiona McAllister,Bobby Herrerra,0,0,100,Bobby Herrerra,Harold Chun,Louis Cagliostro,"[{""name"": ""Bobby Herrerra"", ""rank"": 1, ""reasons"": [], ""score"": 0}, {""name"": ""Harold Chun"", ""rank"": 2, ""reasons"": [], ""score"": 0}, {""name"": ""Louis Cagliostro"", ""rank"": 3, ""reasons"": [], ""score"": 0}, {""name"": ""Margaret Chun"", ""rank"": 4, ""reasons"": [], ""score"": 0}, {""name"": ""Pauline Thompson"", ""rank"": 5, ""reasons"": [], ""score"": 0}]","{""Bobby Herrerra"": 0, ""Harold Chun"": 0, ""Louis Cagliostro"": 0, ""Margaret Chun"": 0, ""Pauline Thompson"": 0, ""Tim Kane"": 0}",{}
business-of-murder-gpt4.1-nano-pilot-20260520T181614Z-r004,1,1,introduction,post_utterance,Bobby Herrerra,Harold Chun,Bobby Herrerra,0,0,100,Bobby Herrerra,Fiona McAllister,Louis Cagliostro,"[{""name"": ""Bobby Herrerra"", ""rank"": 1, ""reasons"": [], ""score"": 0}, {""name"": ""Fiona McAllister"", ""rank"": 2, ""reasons"": [], ""score"": 0}, {""name"": ""Louis Cagliostro"", ""rank"": 3, ""reasons"": [], ""score"": 0}, {""name"": ""Margaret Chun"", ""rank"": 4, ""reasons"": [], ""score"": 0}, {""name"": ""Pauline Thompson"", ""rank"": 5, ""reasons"": [], ""score"": 0}]","{""Bobby Herrerra"": 0, ""Fiona McAllister"": 0, ""Louis Cagliostro"": 0, ""Margaret Chun"": 0, ""Pauline Thompson"": 0, ""Tim Kane"": 0}",{}
business-of-murder-gpt4.1-nano-pilot-20260520T181614Z-r004,1,1,introduction,post_utterance,Bobby Herrerra,Bobby Herrerra,Fiona McAllister,0,0,100,Fiona McAllister,Harold Chun,Louis Cagliostro,"[{""name"": ""Fiona McAllister"", ""rank"": 1, ""reasons"": [], ""score"": 0}, {""name"": ""Harold Chun"", ""rank"": 2, ""reasons"": [], ""score"": 0}, {""name"": ""Louis Cagliostro"", ""rank"": 3, ""reasons"": [], ""score"": 0}, {""name"": ""Margaret Chun"", ""rank"": 4, ""reasons"": [], ""score"": 0}, {""name"": ""Pauline Thompson"", ""rank"": 5, ""reasons"": [], ""score"": 0}]","{""Fiona McAllister"": 0, ""Harold Chun"": 0, ""Louis Cagliostro"": 0, ""Margaret Chun"": 0, ""Pauline Thompson"": 0, ""Tim Kane"": 0}",{}
business-of-murder-gpt4.1-nano-pilot-20260520T181614Z-r004,1,1,introduction,post_utterance,Bobby Herrerra,Pauline Thompson,Bobby Herrerra,0,0,100,Bobby Herrerra,Fiona McAllister,Harold Chun,"[{""name"": ""Bobby Herrerra"", ""rank"": 1, ""reasons"": [], ""score"": 0}, {""name"": ""Fiona McAllister"", ""rank"": 2, ""reasons"": [], ""score"": 0}, {""name"": ""Harold Chun"", ""rank"": 3, ""reasons"": [], ""score"": 0}, {""name"": ""Louis Cagliostro"", ""rank"": 4, ""reasons"": [], ""score"": 0}, {""name"": ""Margaret Chun"", ""rank"": 5, ""reasons"": [], ""score"": 0}]","{""Bobby Herrerra"": 0, ""Fiona McAllister"": 0, ""Harold Chun"": 0, ""Louis Cagliostro"": 0, ""Margaret Chun"": 0, ""Tim Kane"": 0}",{}
business-of-murder-gpt4.1-nano-pilot-20260520T181614Z-r004,1,1,introduction,post_utterance,Bobby Herrerra,Louis Cagliostro,Bobby Herrerra,0,0,100,Bobby Herrerra,Fiona McAllister,Harold Chun,"[{""name"": ""Bobby Herrerra"", ""rank"": 1, ""reasons"": [], ""score"": 0}, {""name"": ""Fiona McAllister"", ""rank"": 2, ""reasons"": [], ""score"": 0}, {""name"": ""Harold Chun"", ""rank"": 3, ""reasons"": [], ""score"": 0}, {""name"": ""Margaret Chun"", ""rank"": 4, ""reasons"": [], ""score"": 0}, {""name"": ""Pauline Thompson"", ""rank"": 5, ""reasons"": [], ""score"": 0}]","{""Bobby Herrerra"": 0, ""Fiona McAllister"": 0, ""Harold Chun"": 0, ""Margaret Chun"": 0, ""Pauline Thompson"": 0, ""Tim Kane"": 0}",{}
business-of-murder-gpt4.1-nano-pilot-20260520T181614Z-r004,1,1,introduction,post_utterance,Bobby Herrerra,Tim Kane,Bobby Herrerra,0,0,100,Bobby Herrerra,Fiona McAllister,Harold Chun,"[{""name"": ""Bobby Herrerra"", ""rank"": 1, ""reasons"": [], ""score"": 0}, {""name"": ""Fiona McAllister"", ""rank"": 2, ""reasons"": [], ""score"": 0}, {""name"": ""Harold Chun"", ""rank"": 3, ""reasons"": [], ""score"": 0}, {""name"": ""Louis Cagliostro"", ""rank"": 4, ""reasons"": [], ""score"": 0}, {""name"": ""Margaret Chun"", ""rank"": 5, ""reasons"": [], ""score"": 0}]","{""Bobby Herrerra"": 0, ""Fiona McAllister"": 0, ""Harold Chun"": 0, ""Louis Cagliostro"": 0, ""Margaret Chun"": 0, ""Pauline Thompson"": 0}",{}
business-of-murder-gpt4.1-nano-pilot-20260520T181614Z-r004,1,1,introduction,post_utterance,Bobby Herrerra,Margaret Chun,Bobby Herrerra,0,0,100,Bobby Herrerra,Fiona McAllister,Harold Chun,"[{""name"": ""Bobby Herrerra"", ""rank"": 1, ""reasons"": [], ""score"": 0}, {""name"": ""Fiona McAllister"", ""rank"": 2, ""reasons"": [], ""score"": 0}, {""name"": ""Harold Chun"", ""rank"": 3, ""reasons"": [], ""score"": 0}, {""name"": ""Louis Cagliostro"", ""rank"": 4, ""reasons"": [], ""score"": 0}, {""name"": ""Pauline Thompson"", ""rank"": 5, ""reasons"": [], ""score"": 0}]","{""Bobby Herrerra"": 0, ""Fiona McAllister"": 0, ""Harold Chun"": 0, ""Louis Cagliostro"": 0, ""Pauline Thompson"": 0, ""Tim Kane"": 0}",{}
business-of-murder-gpt4.1-nano-pilot-20260520T181614Z-r004,1,1,introduction,post_utterance,Bobby Herrerra,Fiona McAllister,Bobby Herrerra,0,0,100,Bobby Herrerra,Harold Chun,Louis Cagliostro,"[{""name"": ""Bobby Herrerra"", ""rank"": 1, ""reasons"": [], ""score"": 0}, {""name"": ""Harold Chun"", ""rank"": 2, ""reasons"": [], ""score"": 0}, {""name"": ""Louis Cagliostro"", ""rank"": 3, ""reasons"": [], ""score"": 0}, {""name"": ""Margaret Chun"", ""rank"": 4, ""reasons"": [], ""score"": 0}, {""name"": ""Pauline Thompson"", ""rank"": 5, ""reasons"": [], ""score"": 0}]","{""Bobby Herrerra"": 0, ""Harold Chun"": 0, ""Louis Cagliostro"": 0, ""Margaret Chun"": 0, ""Pauline Thompson"": 0, ""Tim Kane"": 0}",{}
business-of-murder-gpt4.1-nano-pilot-20260520T181614Z-r004,2,1,introduction,post_utterance,Pauline Thompson,Harold Chun,Bobby Herrerra,0,0,100,Bobby Herrerra,Fiona McAllister,Louis Cagliostro,"[{""name"": ""Bobby Herrerra"", ""rank"": 1, ""reasons"": [], ""score"": 0}, {""name"": ""Fiona McAllister"", ""rank"": 2, ""reasons"": [], ""score"": 0}, {""name"": ""Louis Cagliostro"", ""rank"": 3, ""reasons"": [], ""score"": 0}, {""name"": ""Margaret Chun"", ""rank"": 4, ""reasons"": [], ""score"": 0}, {""name"": ""Pauline Thompson"", ""rank"": 5, ""reasons"": [], ""score"": 0}]","{""Bobby Herrerra"": 0, ""Fiona McAllister"": 0, ""Louis Cagliostro"": 0, ""Margaret Chun"": 0, ""Pauline Thompson"": 0, ""Tim Kane"": 0}",{}
business-of-murder-gpt4.1-nano-pilot-20260520T181614Z-r004,2,1,introduction,post_utterance,Pauline Thompson,Bobby Herrerra,Fiona McAllister,0,0,100,Fiona McAllister,Harold Chun,Louis Cagliostro,"[{""name"": ""Fiona McAllister"", ""rank"": 1, ""reasons"": [], ""score"": 0}, {""name"": ""Harold Chun"", ""rank"": 2, ""reasons"": [], ""score"": 0}, {""name"": ""Louis Cagliostro"", ""rank"": 3, ""reasons"": [], ""score"": 0}, {""name"": ""Margaret Chun"", ""rank"": 4, ""reasons"": [], ""score"": 0}, {""name"": ""Pauline Thompson"", ""rank"": 5, ""reasons"": [], ""score"": 0}]","{""Fiona McAllister"": 0, ""Harold Chun"": 0, ""Louis Cagliostro"": 0, ""Margaret Chun"": 0, ""Pauline Thompson"": 0, ""Tim Kane"": 0}",{}
business-of-murder-gpt4.1-nano-pilot-20260520T181614Z-r004,2,1,introduction,post_utterance,Pauline Thompson,Pauline Thompson,Bobby Herrerra,0,0,100,Bobby Herrerra,Fiona McAllister,Harold Chun,"[{""name"": ""Bobby Herrerra"", ""rank"": 1, ""reasons"": [], ""score"": 0}, {""name"": ""Fiona McAllister"", ""rank"": 2, ""reasons"": [], ""score"": 0}, {""name"": ""Harold Chun"", ""rank"": 3, ""reasons"": [], ""score"": 0}, {""name"": ""Louis Cagliostro"", ""rank"": 4, ""reasons"": [], ""score"": 0}, {""name"": ""Margaret Chun"", ""rank"": 5, ""reasons"": [], ""score"": 0}]","{""Bobby Herrerra"": 0, ""Fiona McAllister"": 0, ""Harold Chun"": 0, ""Louis Cagliostro"": 0, ""Margaret Chun"": 0, ""Tim Kane"": 0}",{}
business-of-murder-gpt4.1-nano-pilot-20260520T181614Z-r004,2,1,introduction,post_utterance,Pauline Thompson,Louis Cagliostro,Bobby Herrerra,0,0,100,Bobby Herrerra,Fiona McAllister,Harold Chun,"[{""name"": ""Bobby Herrerra"", ""rank"": 1, ""reasons"": [], ""score"": 0}, {""name"": ""Fiona McAllister"", ""rank"": 2, ""reasons"": [], ""score"": 0}, {""name"": ""Harold Chun"", ""rank"": 3, ""reasons"": [], ""score"": 0}, {""name"": ""Margaret Chun"", ""rank"": 4, ""reasons"": [], ""score"": 0}, {""name"": ""Pauline Thompson"", ""rank"": 5, ""reasons"": [], ""score"": 0}]","{""Bobby Herrerra"": 0, ""Fiona McAllister"": 0, ""Harold Chun"": 0, ""Margaret Chun"": 0, ""Pauline Thompson"": 0, ""Tim Kane"": 0}",{}
business-of-murder-gpt4.1-nano-pilot-20260520T181614Z-r004,2,1,introduction,post_utterance,Pauline Thompson,Tim Kane,Bobby Herrerra,0,0,100,Bobby Herrerra,Fiona McAllister,Harold Chun,"[{""name"": ""Bobby Herrerra"", ""rank"": 1, ""reasons"": [], ""score"": 0}, {""name"": ""Fiona McAllister"", ""rank"": 2, ""reasons"": [], ""score"": 0}, {""name"": ""Harold Chun"", ""rank"": 3, ""reasons"": [], ""score"": 0}, {""name"": ""Louis Cagliostro"", ""rank"": 4, ""reasons"": [], ""score"": 0}, {""name"": ""Margaret Chun"", ""rank"": 5, ""reasons"": [], ""score"": 0}]","{""Bobby Herrerra"": 0, ""Fiona McAllister"": 0, ""Harold Chun"": 0, ""Louis Cagliostro"": 0, ""Margaret Chun"": 0, ""Pauline Thompson"": 0}",{}
