run_id,round,stage,agent,suspect,suspicion_score,confidence_score,primary_reason,evidence_categories,strongest_supporting_fact,top_suspect,overall_uncertainty
thesis-pilot-passive-concealment-20260530T163023Z-r003,2,initial_framing,Fiona McAllister,Harold Chun,1,2,No reason provided.,,No specific fact cited.,Bobby Herrerra,6
thesis-pilot-passive-concealment-20260530T163023Z-r003,2,initial_framing,Fiona McAllister,Bobby Herrerra,9,7,No reason provided.,opportunity|means,No specific fact cited.,Bobby Herrerra,6
thesis-pilot-passive-concealment-20260530T163023Z-r003,2,initial_framing,Fiona McAllister,Pauline Thompson,1,2,No reason provided.,,No specific fact cited.,Bobby Herrerra,6
thesis-pilot-passive-concealment-20260530T163023Z-r003,2,initial_framing,Fiona McAllister,Louis Cagliostro,1,2,No reason provided.,,No specific fact cited.,Bobby Herrerra,6
thesis-pilot-passive-concealment-20260530T163023Z-r003,2,initial_framing,Fiona McAllister,Tim Kane,2,3,No reason provided.,,No specific fact cited.,Bobby Herrerra,6
thesis-pilot-passive-concealment-20260530T163023Z-r003,2,initial_framing,Fiona McAllister,Margaret Chun,1,2,No reason provided.,,No specific fact cited.,Bobby Herrerra,6
thesis-pilot-passive-concealment-20260530T163023Z-r003,2,initial_framing,Bobby Herrerra,Harold Chun,2,3,No reason provided.,behavior,No specific fact cited.,Tim Kane,8
thesis-pilot-passive-concealment-20260530T163023Z-r003,2,initial_framing,Bobby Herrerra,Pauline Thompson,2,3,No reason provided.,behavior,No specific fact cited.,Tim Kane,8
thesis-pilot-passive-concealment-20260530T163023Z-r003,2,initial_framing,Bobby Herrerra,Louis Cagliostro,2,3,No reason provided.,behavior,No specific fact cited.,Tim Kane,8
thesis-pilot-passive-concealment-20260530T163023Z-r003,2,initial_framing,Bobby Herrerra,Tim Kane,5,5,No reason provided.,behavior|contradiction,No specific fact cited.,Tim Kane,8
thesis-pilot-passive-concealment-20260530T163023Z-r003,2,initial_framing,Bobby Herrerra,Margaret Chun,2,3,No reason provided.,behavior,No specific fact cited.,Tim Kane,8
thesis-pilot-passive-concealment-20260530T163023Z-r003,2,initial_framing,Bobby Herrerra,Fiona McAllister,1,2,No reason provided.,behavior,No specific fact cited.,Tim Kane,8
thesis-pilot-passive-concealment-20260530T163023Z-r003,2,initial_framing,Harold Chun,Bobby Herrerra,7,8,No reason provided.,opportunity|timeline,No specific fact cited.,Bobby Herrerra,6
thesis-pilot-passive-concealment-20260530T163023Z-r003,2,initial_framing,Harold Chun,Pauline Thompson,2,3,No reason provided.,alibi|behavior,No specific fact cited.,Bobby Herrerra,6
thesis-pilot-passive-concealment-20260530T163023Z-r003,2,initial_framing,Harold Chun,Louis Cagliostro,1,2,No reason provided.,,No specific fact cited.,Bobby Herrerra,6
thesis-pilot-passive-concealment-20260530T163023Z-r003,2,initial_framing,Harold Chun,Tim Kane,4,5,No reason provided.,alibi|opportunity|behavior,No specific fact cited.,Bobby Herrerra,6
thesis-pilot-passive-concealment-20260530T163023Z-r003,2,initial_framing,Harold Chun,Margaret Chun,2,3,No reason provided.,alibi|behavior,No specific fact cited.,Bobby Herrerra,6
thesis-pilot-passive-concealment-20260530T163023Z-r003,2,initial_framing,Harold Chun,Fiona McAllister,1,2,No reason provided.,,No specific fact cited.,Bobby Herrerra,6
thesis-pilot-passive-concealment-20260530T163023Z-r003,2,initial_framing,Tim Kane,Harold Chun,2,2,No reason provided.,alibi|behavior,No specific fact cited.,Bobby Herrerra,5
thesis-pilot-passive-concealment-20260530T163023Z-r003,2,initial_framing,Tim Kane,Bobby Herrerra,5,4,No reason provided.,means|opportunity|behavior,No specific fact cited.,Bobby Herrerra,5
thesis-pilot-passive-concealment-20260530T163023Z-r003,2,initial_framing,Tim Kane,Pauline Thompson,1,1,No reason provided.,alibi,No specific fact cited.,Bobby Herrerra,5
thesis-pilot-passive-concealment-20260530T163023Z-r003,2,initial_framing,Tim Kane,Louis Cagliostro,1,1,No reason provided.,alibi,No specific fact cited.,Bobby Herrerra,5
thesis-pilot-passive-concealment-20260530T163023Z-r003,2,initial_framing,Tim Kane,Margaret Chun,1,1,No reason provided.,alibi,No specific fact cited.,Bobby Herrerra,5
thesis-pilot-passive-concealment-20260530T163023Z-r003,2,initial_framing,Tim Kane,Fiona McAllister,1,1,No reason provided.,alibi,No specific fact cited.,Bobby Herrerra,5
thesis-pilot-passive-concealment-20260530T163023Z-r003,2,initial_framing,Margaret Chun,Harold Chun,1,2,No reason provided.,alibi|behavior,No specific fact cited.,Bobby Herrerra,8
thesis-pilot-passive-concealment-20260530T163023Z-r003,2,initial_framing,Margaret Chun,Bobby Herrerra,6,5,No reason provided.,opportunity|means|behavior,No specific fact cited.,Bobby Herrerra,8
thesis-pilot-passive-concealment-20260530T163023Z-r003,2,initial_framing,Margaret Chun,Pauline Thompson,2,4,No reason provided.,behavior,No specific fact cited.,Bobby Herrerra,8
thesis-pilot-passive-concealment-20260530T163023Z-r003,2,initial_framing,Margaret Chun,Louis Cagliostro,1,2,No reason provided.,behavior,No specific fact cited.,Bobby Herrerra,8
thesis-pilot-passive-concealment-20260530T163023Z-r003,2,initial_framing,Margaret Chun,Tim Kane,5,5,No reason provided.,opportunity|alibi|behavior,No specific fact cited.,Bobby Herrerra,8
thesis-pilot-passive-concealment-20260530T163023Z-r003,2,initial_framing,Margaret Chun,Fiona McAllister,1,2,No reason provided.,behavior,No specific fact cited.,Bobby Herrerra,8
thesis-pilot-passive-concealment-20260530T163023Z-r003,2,initial_framing,Louis Cagliostro,Harold Chun,2,3,No reason provided.,behavior|alibi,No specific fact cited.,Bobby Herrerra,6
thesis-pilot-passive-concealment-20260530T163023Z-r003,2,initial_framing,Louis Cagliostro,Bobby Herrerra,6,7,No reason provided.,opportunity|behavior|timeline|contradiction,No specific fact cited.,Bobby Herrerra,6
thesis-pilot-passive-concealment-20260530T163023Z-r003,2,initial_framing,Louis Cagliostro,Pauline Thompson,2,3,No reason provided.,behavior,No specific fact cited.,Bobby Herrerra,6
thesis-pilot-passive-concealment-20260530T163023Z-r003,2,initial_framing,Louis Cagliostro,Tim Kane,4,5,No reason provided.,contradiction|alibi|behavior,No specific fact cited.,Bobby Herrerra,6
thesis-pilot-passive-concealment-20260530T163023Z-r003,2,initial_framing,Louis Cagliostro,Margaret Chun,2,3,No reason provided.,behavior,No specific fact cited.,Bobby Herrerra,6
thesis-pilot-passive-concealment-20260530T163023Z-r003,2,initial_framing,Louis Cagliostro,Fiona McAllister,1,3,No reason provided.,behavior,No specific fact cited.,Bobby Herrerra,6
thesis-pilot-passive-concealment-20260530T163023Z-r003,2,initial_framing,Pauline Thompson,Harold Chun,3,3,No reason provided.,behavior|opportunity,No specific fact cited.,Bobby Herrerra,4
thesis-pilot-passive-concealment-20260530T163023Z-r003,2,initial_framing,Pauline Thompson,Bobby Herrerra,8,7,No reason provided.,opportunity|behavior|timeline,No specific fact cited.,Bobby Herrerra,4
thesis-pilot-passive-concealment-20260530T163023Z-r003,2,initial_framing,Pauline Thompson,Louis Cagliostro,2,2,No reason provided.,behavior,No specific fact cited.,Bobby Herrerra,4
thesis-pilot-passive-concealment-20260530T163023Z-r003,2,initial_framing,Pauline Thompson,Tim Kane,4,5,No reason provided.,alibi|behavior,No specific fact cited.,Bobby Herrerra,4
thesis-pilot-passive-concealment-20260530T163023Z-r003,2,initial_framing,Pauline Thompson,Margaret Chun,5,4,No reason provided.,alibi|behavior,No specific fact cited.,Bobby Herrerra,4
thesis-pilot-passive-concealment-20260530T163023Z-r003,2,initial_framing,Pauline Thompson,Fiona McAllister,2,2,No reason provided.,behavior,No specific fact cited.,Bobby Herrerra,4
thesis-pilot-passive-concealment-20260530T163023Z-r003,3,clue_integration,Pauline Thompson,Harold Chun,4,6,No direct contradictions; answers were consistent with group timeline; no indication of opportunity or motive.,alibi|behavior,No direct contradictions; answers were consistent with group timeline; no indication of opportunity or motive.,Bobby Herrerra,5
thesis-pilot-passive-concealment-20260530T163023Z-r003,3,clue_integration,Pauline Thompson,Bobby Herrerra,9,9,Inconsistent timeline (claimed to slip into bathroom at 8:48 while still in car until 9:00); no evidence of others present; questionable motives not disclosed but his behavior raises high suspicion.,contradiction|timeline|behavior,Inconsistent timeline (claimed to slip into bathroom at 8:48 while still in car until 9:00); no evidence of others present; questionable motives not disclosed but his behavior raises high suspicion.,Bobby Herrerra,5
thesis-pilot-passive-concealment-20260530T163023Z-r003,3,clue_integration,Pauline Thompson,Louis Cagliostro,2,4,"No direct involvement or contradictions presented; low information available, thus low suspicion.",behavior,"No direct involvement or contradictions presented; low information available, thus low suspicion.",Bobby Herrerra,5
thesis-pilot-passive-concealment-20260530T163023Z-r003,3,clue_integration,Pauline Thompson,Tim Kane,7,7,"Reported contradictory return times (left 8:45, back 8:52 vs. later statements); no direct alibi closed, but no clear motive or means presented.",contradiction|timeline,"Reported contradictory return times (left 8:45, back 8:52 vs. later statements); no direct alibi closed, but no clear motive or means presented.",Bobby Herrerra,5
thesis-pilot-passive-concealment-20260530T163023Z-r003,3,clue_integration,Pauline Thompson,Margaret Chun,3,5,Provided clear alibi that no one entered bathroom after her arrival; no contradictions or suspicious behavior noted.,alibi,Provided clear alibi that no one entered bathroom after her arrival; no contradictions or suspicious behavior noted.,Bobby Herrerra,5
thesis-pilot-passive-concealment-20260530T163023Z-r003,3,clue_integration,Pauline Thompson,Fiona McAllister,2,4,Consistently reported hallway presence; no contradictions or motives surfaced.,alibi,Consistently reported hallway presence; no contradictions or motives surfaced.,Bobby Herrerra,5
thesis-pilot-passive-concealment-20260530T163023Z-r003,3,clue_integration,Fiona McAllister,Harold Chun,5,1,No specific evidence observed this round.,,Insufficient evidence observed.,Bobby Herrerra,6
thesis-pilot-passive-concealment-20260530T163023Z-r003,3,clue_integration,Fiona McAllister,Bobby Herrerra,5,1,No specific evidence observed this round.,,Insufficient evidence observed.,Bobby Herrerra,6
thesis-pilot-passive-concealment-20260530T163023Z-r003,3,clue_integration,Fiona McAllister,Pauline Thompson,5,1,No specific evidence observed this round.,,Insufficient evidence observed.,Bobby Herrerra,6
thesis-pilot-passive-concealment-20260530T163023Z-r003,3,clue_integration,Fiona McAllister,Louis Cagliostro,5,1,No specific evidence observed this round.,,Insufficient evidence observed.,Bobby Herrerra,6
thesis-pilot-passive-concealment-20260530T163023Z-r003,3,clue_integration,Fiona McAllister,Tim Kane,5,1,No specific evidence observed this round.,,Insufficient evidence observed.,Bobby Herrerra,6
thesis-pilot-passive-concealment-20260530T163023Z-r003,3,clue_integration,Fiona McAllister,Margaret Chun,5,1,No specific evidence observed this round.,,Insufficient evidence observed.,Bobby Herrerra,6
thesis-pilot-passive-concealment-20260530T163023Z-r003,3,clue_integration,Louis Cagliostro,Harold Chun,2,4,No reason provided.,opportunity|alibi|behavior,No specific fact cited.,Tim Kane,5
thesis-pilot-passive-concealment-20260530T163023Z-r003,3,clue_integration,Louis Cagliostro,Bobby Herrerra,5,5,No reason provided.,opportunity|behavior,No specific fact cited.,Tim Kane,5
thesis-pilot-passive-concealment-20260530T163023Z-r003,3,clue_integration,Louis Cagliostro,Pauline Thompson,2,3,No reason provided.,behavior,No specific fact cited.,Tim Kane,5
thesis-pilot-passive-concealment-20260530T163023Z-r003,3,clue_integration,Louis Cagliostro,Tim Kane,7,4,No reason provided.,opportunity|timeline|alibi|contradiction,No specific fact cited.,Tim Kane,5
thesis-pilot-passive-concealment-20260530T163023Z-r003,3,clue_integration,Louis Cagliostro,Margaret Chun,1,3,No reason provided.,behavior,No specific fact cited.,Tim Kane,5
thesis-pilot-passive-concealment-20260530T163023Z-r003,3,clue_integration,Louis Cagliostro,Fiona McAllister,1,2,No reason provided.,behavior,No specific fact cited.,Tim Kane,5
thesis-pilot-passive-concealment-20260530T163023Z-r003,3,clue_integration,Bobby Herrerra,Harold Chun,2,4,No reason provided.,alibi|timeline|behavior,No specific fact cited.,Tim Kane,4
thesis-pilot-passive-concealment-20260530T163023Z-r003,3,clue_integration,Bobby Herrerra,Pauline Thompson,2,4,No reason provided.,alibi|behavior,No specific fact cited.,Tim Kane,4
thesis-pilot-passive-concealment-20260530T163023Z-r003,3,clue_integration,Bobby Herrerra,Louis Cagliostro,2,4,No reason provided.,alibi|timeline,No specific fact cited.,Tim Kane,4
thesis-pilot-passive-concealment-20260530T163023Z-r003,3,clue_integration,Bobby Herrerra,Tim Kane,9,7,No reason provided.,opportunity|contradiction|alibi,No specific fact cited.,Tim Kane,4
thesis-pilot-passive-concealment-20260530T163023Z-r003,3,clue_integration,Bobby Herrerra,Margaret Chun,2,4,No reason provided.,alibi|timeline,No specific fact cited.,Tim Kane,4
thesis-pilot-passive-concealment-20260530T163023Z-r003,3,clue_integration,Bobby Herrerra,Fiona McAllister,2,4,No reason provided.,alibi|behavior,No specific fact cited.,Tim Kane,4
